,date_created,user,tweet,user_mention,retweet_count,retweeted,location,followers,following,verfied,hashtag,comment,likes,type
0,Tue Jun 09 07:44:41 +0000 2020,SamsungSA,@ShouqatM On behalf of our Waterfront store we want to extend our sincerest apologies for the negative experience that you had with. We will address the issue to get the matter resolved.^nm,ShouqatM,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 07:48:48 +0000 2020,SamsungSA,@alfgunvald Kindly call us on 0860726786 to lodge your complaint for further assistance .^nm,alfgunvald,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 09:39:48 +0000 2020,SamsungSA,"@Tawana_Msebele Hi Tawana,
Where are you based? We will provide you with the contact details of our Samsung service centre.  ^np",Tawana_Msebele,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 09:47:57 +0000 2020,SamsungSA,"@Tawana_Msebele Herewith the contact details:
Name: MM All Electronics
Address: Shop 30, The Wedge Shopping Centre, 255 Rivonia Rd, Morningside, Sandton, 2057
Contact number: 010 822 1205/6/7
^np",Tawana_Msebele,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 11:08:04 +0000 2020,SamsungSA,"@SandileLeon UniqueSmart  Technologies
Cnr Simmonds and Kerk Streets, Shop B3, 4 First Place, FNB Bank City 
+27 11 028 2346
^np",SandileLeon,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Tue Jun 09 11:40:27 +0000 2020,SamsungSA,@GoqoThobie 😉🙂,GoqoThobie,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 11:42:04 +0000 2020,SamsungSA,"@dineooliphant02 Hi fam, see more details on the 
#GalaxyWatchActive &gt;&gt;  https://t.co/V6bjB276So ^MM",dineooliphant02,0,False,"Johannesburg, South Africa",572299,269,True,GalaxyWatchActive,1,0,Influencer
0,Tue Jun 09 12:34:02 +0000 2020,SamsungSA,"@fransflippo Hi, Please send us a mail to tellus@samsung.com or call us on 0860 726 7864 for assistance.  ^nm",fransflippo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 09 14:21:26 +0000 2020,SamsungSA,@jkunited01 @SamsungMobileSA 👌🏽😉,jkunited01,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Tue Jun 09 14:21:50 +0000 2020,SamsungSA,@giyani1977 @SamsungMobileSA 💯👌🏽,giyani1977,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Wed Jun 10 06:02:41 +0000 2020,SamsungSA,"@AbdallahMandan1 Hi Abdallaah,

Call recording apps are not supported on Samsung devices. Apologies. ^np",AbdallahMandan1,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 10 06:14:35 +0000 2020,SamsungSA,"@jerodchandler Hi Jerod,
Apologies for any inconvenience caused.

Please advise which Samsung device are you using? ^np",jerodchandler,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 10 08:52:13 +0000 2020,SamsungSA,@m_essa786 @SamsungMobileSA 🙂😉,m_essa786,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 10 09:38:22 +0000 2020,SamsungSA,"@letsha Apologies. Kindly email your query to tellus@samsung.com, and we will be in touch to resolve.^nm",letsha,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 10 10:43:16 +0000 2020,SamsungSA,"💥💫🥰 

Purchase selected #Samsung devices between 15 May - 30 June and you could win amazing #Samsung prizes. 

Ts and Cs: https://t.co/1Rm2hwI3Jb. #SisonkeWithGalaxy ^MM https://t.co/Coi2H8CWi9",Nan,0,False,"Johannesburg, South Africa",572299,269,True,Samsung,0,5,Influencer
0,Wed Jun 10 12:15:16 +0000 2020,SamsungSA,"@IAMM_R_D Hi, Please send us a mail to tellus@samsung.com or call us on 0860 726 7864 for assistance.  ^nm",IAMM_R_D,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 10 13:25:10 +0000 2020,SamsungSA,🙌🏽💃🏼💯 #SisonkewithGalaxy ^MM https://t.co/inkVPmIgmn,Nan,1,False,"Johannesburg, South Africa",572299,269,True,SisonkewithGalaxy,0,6,Influencer
0,Wed Jun 10 13:28:33 +0000 2020,SamsungSA,"💥💫🥰 #ConnectYourWay with the #GalaxyA51 from @CellC! 

Purchase the Galaxy A51 between 15 May - 30 June and you could win amazing #Samsung prizes. 

Ts and Cs: https://t.co/1Rm2hwZEAJ. #SisonkeWithGalaxy ^MM https://t.co/Wyuj5a4jHS",CellC,1,False,"Johannesburg, South Africa",572299,269,True,ConnectYourWay,0,2,Influencer
0,Thu Jun 11 08:39:24 +0000 2020,SamsungSA,@Rampzis In which area are you based? ^nm,Rampzis,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 11 08:44:37 +0000 2020,SamsungSA,"@Rampzis Herewith the contact details:
Name: MM All Electronics
Address: Shop 30, The Wedge Shopping Centre, 255 Rivonia Rd, Morningside, Sandton, 2057
Contact number: 010 822 1205/6/7
^np",Rampzis,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 11 08:51:10 +0000 2020,SamsungSA,@Rampzis You may contact your local authority collection services for help.^nm,Rampzis,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 11 09:37:23 +0000 2020,SamsungSA,@KMahlatshana 👌🏽🎊🎊,KMahlatshana,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Thu Jun 11 11:37:33 +0000 2020,SamsungSA,"👌🏽🥰💯 We can't wait to see more 🔥 content from you, fam 😉 ^MM https://t.co/KnMrx8al6Y https://t.co/aSXTyG8ERa",Nan,0,False,"Johannesburg, South Africa",572299,269,True,Nan,0,4,Influencer
0,Fri Jun 12 05:12:32 +0000 2020,SamsungSA,"@rock_cara Hi Cara,

We do not have the Book Flex in South Africa. Apologies. ^np",rock_cara,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Fri Jun 12 05:26:14 +0000 2020,SamsungSA,"@ShanilMohabir Hi Shanil,

Apologies.
Press Menu&gt;Settings&gt;Support&gt;Self-diagnosis&gt;Picture test

Switch off the TV, unplug it. Unplug all external devices from the unit for 5-10 minutes. reboot plug the TV back in and switch it on from the power button of the TV. np",ShanilMohabir,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 12 05:55:43 +0000 2020,SamsungSA,@rock_cara If it's released here it will be on our Samsung website. ^np,rock_cara,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 12 09:16:49 +0000 2020,SamsungSA,"@GraemeSacks We apologize for any inconvenience that this may have caused you. Kindly contact HP Support; here https://t.co/tO2VSanVKW or on 0216724036, for help.^nm",GraemeSacks,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 12 11:28:30 +0000 2020,SamsungSA,@_Nontobeko 👌🏽🙂,_Nontobeko,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 12 11:32:56 +0000 2020,SamsungSA,"@KasombPatrick Hi Patrick,

https://t.co/RQZwnJTDwM
^np",KasombPatrick,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 12 15:57:21 +0000 2020,SamsungSA,"Comment &amp; tell us, how cold is it today fam?!
A. It's Brrr cold
B. It's Brrrr cold
C. It's Brrrring me a #SamsungAircon cold

Stay comfortable all year, hot or cold, with these great deals with up to 35% off on Samsung Aircons! 

https://t.co/9sHVaA9M1H

#StayWarm #StayHome. https://t.co/tMT7bBwbDX",Nan,0,False,"Johannesburg, South Africa",572299,269,True,SamsungAircon,0,3,Influencer
0,Sat Jun 13 06:14:54 +0000 2020,SamsungSA,"@LameKingCliff Hi Sthembiso,
Where are you based? We will provide you with the contact details of our Samsung service centre.  ^np",LameKingCliff,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Sat Jun 13 15:44:36 +0000 2020,SamsungSA,@JnrZaza Fam!  😱😭 🥶 ^MM,JnrZaza,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Sat Jun 13 15:44:47 +0000 2020,SamsungSA,@zakee_kolia 🤞🏽🤞🏽,zakee_kolia,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Sat Jun 13 15:45:02 +0000 2020,SamsungSA,@Mooiiza 🤞🏽🥶😭,Mooiiza,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jun 15 06:33:53 +0000 2020,SamsungSA,"Get our awesome Air Conditioners ♨️ at @HirschHomestore! 😉

Shop Now --&gt; https://t.co/tmT1zqg68I

#HirschsHomestore x #Samsung ^MM https://t.co/dn5RuuZEG5",HirschHomestore,0,False,"Johannesburg, South Africa",572299,269,True,HirschsHomestore,0,8,Influencer
0,Mon Jun 15 07:43:28 +0000 2020,SamsungSA,"@SuevarnaNaicker Hi, Please send us a mail to tellus@samsung.com or call us on 0860 726 7864 for assistance.  ^nm",SuevarnaNaicker,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jun 15 09:35:57 +0000 2020,SamsungSA,Congrats 👏fam! 🙌🏽💃🏼🎊 #SisonkeWithGalaxy ^MM https://t.co/vn6GsRpu6I https://t.co/kVxq6EcsPF,Nan,0,False,"Johannesburg, South Africa",572299,269,True,SisonkeWithGalaxy,0,5,Influencer
0,Mon Jun 15 12:02:16 +0000 2020,SamsungSA,"@NkosanaLinda Hi Nkosana,

Please email tellus@samsung.com ^np",NkosanaLinda,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Mon Jun 15 14:11:53 +0000 2020,SamsungSA,Want to get rewarded for making healthy choices? Read this 👇 https://t.co/2buhQpWJXP,Nan,1,False,"Johannesburg, South Africa",572299,269,True,Nan,0,4,Influencer
0,Mon Jun 15 14:18:35 +0000 2020,SamsungSA,"@malware_16 Hi Malware,

Please provide us with the model number of the TV.  ^np",malware_16,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jun 15 14:20:29 +0000 2020,SamsungSA,"We are excited to partner with @1life_insurance @LifeQinc for eco-system life insurance. 

Making tech and science simpler to help track and guide: heart activity and sleep – monitoring and overall wellbeing. 

For more check out @COVERchat 👇⌚️^MM https://t.co/6k0kqjVTwM",1life_insurance,0,False,"Johannesburg, South Africa",572299,269,True,Nan,0,4,Influencer
0,Mon Jun 15 14:23:10 +0000 2020,SamsungSA,@malware_16 What error message are you getting? ^np,malware_16,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 16 13:26:48 +0000 2020,SamsungSA,"Today we’re celebrating the youth of SA… Share a pic of something that you're proud of achieving using #GalaxyOfPossibilities and let's inspire each other to dream big while we #StayHome

#YouthDay2020 https://t.co/CDxXURUsNe",Nan,1,False,"Johannesburg, South Africa",572299,269,True,GalaxyOfPossibilities,0,4,Influencer
0,Wed Jun 17 07:14:09 +0000 2020,SamsungSA,"@Barbies_M2 Hi Mama Naledi,

Please email tellus@samsung.com ^np",Barbies_M2,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 17 07:17:01 +0000 2020,SamsungSA,@Barbies_M2 Please provide us with the email address? ^np,Barbies_M2,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jun 17 10:32:16 +0000 2020,SamsungSA,@FreshByCaddy https://t.co/vfJoGKEIn3,FreshByCaddy,1,False,"Johannesburg, South Africa",572299,269,True,Nan,1,3,Influencer
0,Wed Jun 17 15:34:19 +0000 2020,SamsungSA,"Stay warm and healthy fam, here's how #Samsung #Airconditioners can help https://t.co/DiQSdxc27x

#StayHome  #StaySafe https://t.co/HmhVa4jFz4",Nan,0,False,"Johannesburg, South Africa",572299,269,True,Samsung,0,3,Influencer
0,Thu Jun 18 15:25:15 +0000 2020,SamsungSA,"@Mapula79005010 Hi Mapula,

Please refer to your emails.  ^np",Mapula79005010,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 18 15:26:41 +0000 2020,SamsungSA,"@MartinFeinstein Hi Martin,

How may we assist? ^np",MartinFeinstein,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 19 09:00:24 +0000 2020,SamsungSA,"@thamieza Hi Thami,

Switch off the TV, unplug it from the wall socket. Unplug all external devices from the unit for 5-10 minutes. After the reboot plug the TV back in and switch it on from the power button of the TV not the remote control.^np",thamieza,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 19 09:43:40 +0000 2020,SamsungSA,🙌🏽💃🏼🎊 ^MM https://t.co/SANWaGYH2x https://t.co/ApK8T7ySK1,Nan,0,False,"Johannesburg, South Africa",572299,269,True,Nan,0,7,Influencer
0,Fri Jun 19 10:00:52 +0000 2020,SamsungSA,"@CharV96 Hi Charleen,

Apologies for the inconvenience. 

Please email tellus@samsung.com ^np",CharV96,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 19 13:41:17 +0000 2020,SamsungSA,"😉

Congratulations yet again, fam! 🎊💥💃🏼 ^MM https://t.co/VqDw0biYkU https://t.co/ctaJaJp0AG",Nan,0,False,"Johannesburg, South Africa",572299,269,True,Nan,0,11,Influencer
0,Sat Jun 20 08:40:20 +0000 2020,SamsungSA,@andrebruton Gear S2 pairs with smartphones running Android 4.4 and higher with over 1.5GB RAM^nm,andrebruton,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Mon Jun 22 10:55:55 +0000 2020,SamsungSA,"@Sidepocket_AM Hi Asanda,

In order to ensure that we're able to address your query effectively, we would like to request if you can elaborate more on your query. ^np",Sidepocket_AM,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 23 09:59:08 +0000 2020,SamsungSA,"@riazhathey Hi Riaz,

Please email tellus@samsung.com ^np",riazhathey,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 23 14:08:30 +0000 2020,SamsungSA,"@Barbies_M2 Hi Mama,

Apologies for the inconvenience caused. 

We will escalate this query to the relevant department. ^np",Barbies_M2,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 23 14:15:59 +0000 2020,SamsungSA,"@AfricanMarvin Hi Bhudda,

Try using Mobile data. ^np",AfricanMarvin,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 23 15:02:50 +0000 2020,SamsungSA,@318e5c4caf25438 The phone needs to be physically assessed to determine the nature of the problem and based on the technical findings. You we'll be informed accordingly.^nm,318e5c4caf25438,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 25 07:54:36 +0000 2020,SamsungSA,"@sumith_r51 Hi SumithR,

Please provide us with the CITD number? ^np",sumith_r51,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 25 09:23:47 +0000 2020,SamsungSA,"@anil_penmatcha Hi Anil,
Where are you contacting us from? ^np",anil_penmatcha,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jun 25 11:45:26 +0000 2020,SamsungSA,"@wendy_vanr Hi Wendy,

Please provide us with your email address. ^np",wendy_vanr,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 26 13:47:06 +0000 2020,SamsungSA,"@onalempho11 Hi,

Kindly be advised you may take the device into a Samsung service centre. A technician will assess the device and advise accordingly.

Our sincere apologies for the inconvenience.

Herewith the service location link: https://t.co/OAtuAB6IBY
^np",onalempho11,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jun 26 14:41:50 +0000 2020,SamsungSA,@sumith_r51 Have you changed the address?^np,sumith_r51,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Sat Jun 27 09:08:06 +0000 2020,SamsungSA,"@Ziyad_ms Hi Ziyad,

Apologies for the inconvenience caused.

The unit must be assessed by a technician. Where are you based? ^np",Nan,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jun 29 06:31:50 +0000 2020,SamsungSA,@TrevorB90419830 Will you kindly call us on 0860726786 and our team cam assist.^nm,TrevorB90419830,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jun 29 07:04:57 +0000 2020,SamsungSA,".@HirschHomestore is the ultimate plug for your fave appliances and TVs! 😌🤩

Shop now--&gt; https://t.co/Eg5CUYhvx6

#Samsung x #HirschsHomestore https://t.co/qCnYebKdlU",HirschHomestore,3,False,"Johannesburg, South Africa",572299,269,True,Samsung,0,19,Influencer
0,Tue Jun 30 07:33:19 +0000 2020,SamsungSA,"@thamieza Hi Thamie,

Kindly visit or contact our Samsung service centre. They will advise and assist accordingly.

Herewith the contact details:
Name: Liptronics
Address: 6 Andries Pretorius Street, Parow, Cape Town.
Number: 021 911 0226
^np",thamieza,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 30 07:50:37 +0000 2020,SamsungSA,"@BO745 Hi Jumbo,

Kindly be advised you may take the unit into a Samsung service centre. A technician will assess the unit and advise accordingly.

Our sincere apologies for the inconvenience.

Herewith the service location link: https://t.co/siti5EkZ8Y
^np",BO745,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 30 08:56:18 +0000 2020,SamsungSA,"Yup! Our #QLEDTVs are thee pinnacle of entertainment 📺🤩 

Get your fave 📺 at @HirschHomestore
-&gt; https://t.co/9Pc43fQyJ5

#HirschsHometsore x  #Samsung ^MM https://t.co/EiZlmmWwCj",HirschHomestore,1,False,"Johannesburg, South Africa",572299,269,True,QLEDTVs,0,16,Influencer
0,Tue Jun 30 10:30:13 +0000 2020,SamsungSA,"@keapholo Hi,

Please provide us with the model number of the unit? ^np",keapholo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 30 14:09:53 +0000 2020,SamsungSA,"@MarcCla22656093 Hi Marc,

Apologies for any inconvenience caused. 

Please email tellus@samsung.com
^np",MarcCla22656093,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jun 30 14:46:27 +0000 2020,SamsungSA,"@Mayozat Hi @Mayozat 

Apologies for any inconvenience caused. 

Please email tellus@samsung.com ^np",Mayozat,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jul 01 07:05:26 +0000 2020,SamsungSA,@keapholo Please advise if it worked before? ^np,keapholo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jul 01 11:37:47 +0000 2020,SamsungSA,"@jerodchandler Kindly perform a factory reset on the device. 

Herewith the link: https://t.co/6jaTg77vLo

Steps to factory reset: Settings&gt;Back up and reset&gt;Factory reset
^np",jerodchandler,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Wed Jul 01 15:30:53 +0000 2020,SamsungSA,"@jerodchandler Kindly be advised you may take the device into a Samsung service centre. A technician will assess the device and advise accordingly.

Our sincere apologies for the inconvenience.

Herewith the service location link: https://t.co/si2sCUzxpJ
np",jerodchandler,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jul 02 08:45:59 +0000 2020,SamsungSA,😉👌🙌#Life1PulseWithSamsung #InsuranceMeetsTechnology ^MM https://t.co/DvdAMe7e40,Nan,1,False,"Johannesburg, South Africa",572299,269,True,Life1PulseWithSamsung,0,8,Influencer
0,Thu Jul 02 14:56:55 +0000 2020,SamsungSA,"@VaderRSA Hi @VaderRSA 

Please contact our audio and visual department at 0860 726 786. ^np",VaderRSA,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jul 03 10:28:15 +0000 2020,SamsungSA,"@TheAkzAffected Hi Affect,

Please visit or contact a Samsung store. They will advise accordingly. 
https://t.co/tsoUeDdYkE
^np",TheAkzAffected,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Sat Jul 04 06:55:41 +0000 2020,SamsungSA,"@Mkenyadaimare Kindly check with Samsung Kenya, 0800 545 545. ^nm",Mkenyadaimare,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Mon Jul 06 09:45:37 +0000 2020,SamsungSA,"🍔🍟🌭🍕 stains on your 👔👖🧥👕👚? 

When our washing technology meets the deep cleaning power of @OMOSouthAfrica you have a winning combo!

Buy selected #SamsungWashingMachines &amp; you’ll also get up to 180 FREE washes* with OMO Auto detergent. 

*Ts &amp; Cs apply.",OMOSouthAfrica,41,False,"Johannesburg, South Africa",572299,269,True,SamsungWashingMachines,0,496,Influencer
0,Mon Jul 06 10:56:44 +0000 2020,SamsungSA,"@Kevinoyugi18 Hi fam, how can we help you? ^MM",Kevinoyugi18,1,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Mon Jul 06 11:38:47 +0000 2020,SamsungSA,"@Governor_SS Hi Captain,

In order to ensure that we're able to address your query effectively, we would like to request if you can elaborate more on your query. ^np",Governor_SS,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 06 11:57:01 +0000 2020,SamsungSA,"@JPeseye Hi Jeremy,

Kindly be advised you may take the unit into a Samsung service centre. A technician will assess the unit and advise accordingly.

Our sincere apologies for the inconvenience.

Herewith the service location link: https://t.co/3gev3rGEH1
^np",JPeseye,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 06 15:00:20 +0000 2020,SamsungSA,"@Mapula79005010 @OMOSouthAfrica Hi Mapula. 
Sorry you feel that way. 
Anything we can help with? 
Please✉️tellus@samsung.com or 📞0860 726 7864 

^:j",Mapula79005010,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jul 07 10:41:51 +0000 2020,SamsungSA,"@ndum_MaDi Hi Nondumiso,

Sorry to hear about your device. 

Kindly be advised that you may unlock device using the Samsung account details.

Please visit our find my mobile link: https://t.co/iRmxnP8VES

Please note the device must be on and connected to network for it to be unlocked. ^np",ndum_MaDi,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jul 07 11:35:37 +0000 2020,SamsungSA,"@killymwanda Apologies, please send us your details to tellus@samsung.com, and we'll get in touch to resolve.^nm",killymwanda,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jul 07 12:15:06 +0000 2020,SamsungSA,@mafuyaw 😉😉🙌,mafuyaw,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Wed Jul 08 07:53:47 +0000 2020,SamsungSA,"@mandy_ord Hi Mandy,

Please elaborate on your query? ^np",mandy_ord,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Thu Jul 09 11:11:27 +0000 2020,SamsungSA,@sildgetsays @robzinterris https://t.co/wQbfm7bmPH,sildgetsays,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,2,Influencer
0,Thu Jul 09 11:14:59 +0000 2020,SamsungSA,@Sindi_Blue https://t.co/6LXhElNENa,Sindi_Blue,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,1,Influencer
0,Thu Jul 09 12:12:41 +0000 2020,SamsungSA,"@iamnyambose Do you have a job number? Please email to tellus@samsung.com, and we 'll follow it up with the service center.^nm",iamnyambose,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Fri Jul 10 08:43:57 +0000 2020,SamsungSA,Fam! We see 👀 you &amp; 💙it! ^MM https://t.co/YTnr4iP31S,Nan,1,False,"Johannesburg, South Africa",572299,269,True,Nan,0,1,Influencer
0,Fri Jul 10 08:44:08 +0000 2020,SamsungSA,@mondewamotheo @mihlalii_n 🥰😘,mondewamotheo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,7,Influencer
0,Fri Jul 10 08:44:21 +0000 2020,SamsungSA,@tmadisha_za @mihlalii_n 🙌💙,tmadisha_za,1,False,"Johannesburg, South Africa",572299,269,True,Nan,1,4,Influencer
0,Fri Jul 10 09:19:32 +0000 2020,SamsungSA,#Samsung 💯😊 ^KM https://t.co/mbl655ZlKd,Nan,1,False,"Johannesburg, South Africa",572299,269,True,Samsung,0,16,Influencer
0,Fri Jul 10 09:30:31 +0000 2020,SamsungSA,@mihlalii_n Definitely Samsung 😊 ^KM https://t.co/0CB9i3CfxT,mihlalii_n,3,False,"Johannesburg, South Africa",572299,269,True,Nan,1,63,Influencer
0,Fri Jul 10 09:38:15 +0000 2020,SamsungSA,@SnaloMbombo @mihlalii_n https://t.co/1azxnOWKeu,SnaloMbombo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,14,Influencer
0,Fri Jul 10 09:38:43 +0000 2020,SamsungSA,@aedward343 @mihlalii_n https://t.co/FHs1OYbKLE,aedward343,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,5,Influencer
0,Sat Jul 11 07:14:48 +0000 2020,SamsungSA,"@realmsabza Hi Msabza,

Turn the ice maker off to prevent frost from occurring. If the front of the ice dispenser is clogged with ice, clear the blockage by running warm water through the ice bucket opening. ^np",realmsabza,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Sat Jul 11 10:24:39 +0000 2020,SamsungSA,"@NicciNaidoo Hi Nicci,

Please email tellus@samsung.com  ^np",NicciNaidoo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 13 06:18:37 +0000 2020,SamsungSA,"@QueenV1981 Hi, Please send us a mail to tellus@samsung.com or call us on 0860 726 7864 for assistance.  ^nm",QueenV1981,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 13 06:47:31 +0000 2020,SamsungSA,@TrevorB90419830 Would you happen to have a transaction number that we could look into? ^nm,TrevorB90419830,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 13 07:06:24 +0000 2020,SamsungSA,"@rams_kgabo Hi Kgabo,

Apologies for any inconvenience caused. 

Please contact 0860 726 786. They will arrange a service for your unit. ^np",rams_kgabo,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 13 07:44:10 +0000 2020,SamsungSA,"@DMC2103 Hi David,

Please perform the following steps:
From the Apps screen, tap Settings.
Tap Gear info.
Tap Reset Gear.
Tap the check mark to confirm.
Wait for the device to reset. The device is reset to its factory settings.
^np",DMC2103,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Mon Jul 13 16:09:09 +0000 2020,SamsungSA,@TrevorB90419830 Please email tellus@samsung.com ^np,TrevorB90419830,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
0,Tue Jul 14 08:52:20 +0000 2020,SamsungSA,"@Campeey Hi Highdeey,

Where are you contacting us from? ^np",Campeey,0,False,"Johannesburg, South Africa",572299,269,True,Nan,1,0,Influencer
